"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","MHL-017.IC","","COV         1 minute"
"Point_2:","MHX1-017.IC","","COV         1 minute"
"Point_3:","MTX1-017.IC","","COV         1 minute"
"Point_4:","MVD1-017.IC","","COV         1 minute"
"Point_5:","MVV1-017.IC","","COV         1 minute"
"Point_6:","TOTKWEV-MB.IC","","COV         15 minutes"
"Point_7:","TOTKWEV.IC","","COV         30 minutes"
"Point_8:","MDI.001-650.IC","","COV         30 minutes"
"Point_9:","MDICOR.GM","","COV         15 minutes"
"Point_10:","MDE.EFDP.IC","","COV         15 minutes"
"Point_11:","MTXLOY","","COV         15 minutes"
"Point_12:","DEMANDE.ELEC.MOYEN60S.BS","","COV         15 minutes"
"Time Interval:","1 Hours"
"Date Range:","1/1/2019 00:00:00 - 4/9/2019 23:59:59"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12"
"5/14/2019","07:45:07","100.7","96.0","5.1","85","2.33","4083.33","2213.00","673400.0000","145051.3750","2965","7.06","3796.29"
"5/14/2019","08:45:07","190.5","91.2","5.8","117","0.98","5000.00","2546.00","676400.0000","145944.3125","2976","7.80","4419.01"
"5/14/2019","09:45:07","224.3","80.2","6.5","109","0.57","4250.00","2795.00","678800.0000","146995.5000","2987","8.18","4502.59"
"5/14/2019","10:45:07","211.4","82.8","6.4","60","4.08","3833.33","2663.00","681200.0000","147865.8281","2999","8.52","5002.18"
"5/14/2019","11:45:07","301.4","74.8","7.0","89","1.92","4666.67","2917.00","683600.0000","148713.5469","3011","8.74","4386.42"
"5/14/2019","12:45:07","165.9","77.5","6.9","83","5.39","5083.33","2839.00","686800.0000","149629.0938","3026","9.20","4436.33"
"5/14/2019","13:45:07","97.4","81.4","7.0","148","1.56","4458.33","2098.00","691500.0000","150510.7344","3042","8.86","4307.88"
"5/14/2019","14:45:07","117.2","87.5","5.9","144","5.01","4500.00","2171.00","696900.0000","151584.5156","3058","8.96","4354.79"
"5/14/2019","15:45:07","254.8","84.2","6.7","60","3.23","4208.33","2180.00","702200.0000","152556.5781","3072","8.94","4225.12"
"5/14/2019","16:45:07","251.3","75.2","6.9","105","1.99","4375.00","2161.00","707700.0000","153359.0938","3091","8.48","4352.33"
"5/14/2019","17:45:07","34.4","81.5","6.8","82","3.23","5000.00","2049.00","712600.0000","154252.0156","3104","9.56","4215.98"
"5/14/2019","18:45:07","12.1","77.4","7.1","82","5.55","4375.00","1925.00","717800.0000","155065.8438","3114","8.52","4380.42"
"5/14/2019","19:45:07","10.2","84.8","7.0","38","4.23","4750.00","1873.00","722400.0000","155958.7813","3125","8.14","4413.96"
"5/14/2019","20:45:07"," -0.4","81.1","6.4","55","4.21","4458.33","1880.00","727800.0000","157066.4688","3135","7.72","4380.15"
"5/14/2019","21:45:07"," -0.4","86.2","6.3","26","3.20","4833.33","1810.00","733000.0000","157982.0156","3145","7.48","4631.72"
"5/14/2019","22:45:07"," -0.4","79.4","6.9","38","4.19","4833.33","1813.00","737700.0000","158931.4688","3154","7.88","4213.39"
"5/14/2019","23:45:07"," -0.4","89.7","6.2","70","2.01","3625.00","1657.00","740900.0000","159360.9844","3160","7.48","3860.10"
"5/15/2019","00:45:07"," -0.4","82.3","6.8","49","1.55","3750.00","1557.00","743700.0000","159564.4375","3166","7.32","3590.40"
"5/15/2019","01:45:07"," -0.3","86.3","6.6","28","4.04","3958.33","1526.00","746400.0000","159779.1875","3172","7.46","3572.81"
" ******************************** End of Report *********************************"
"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","MHL-017.IC","","COV         15 minutes"
"Point_2:","MHX1-017.IC","","COV         15 minutes"
"Point_3:","MTX1-017.IC","","COV         15 minutes"
"Point_4:","MVD1-017.IC","","COV         15 minutes"
"Point_5:","MVV1-017.IC","","COV         15 minutes"
"Point_6:","TOTKWEV-MB.IC","","COV         15 minutes"
"Point_7:","TOTKWEV.IC","","COV         30 minutes"
"Point_8:","MDI.001-650.IC","","COV         30 minutes"
"Point_9:","MDICOR.GM","","COV         15 minutes"
"Point_10:","MDE.EFDP.IC","","COV         15 minutes"
"Point_11:","MTXLOY","","COV         15 minutes"
"Point_12:","DEMANDE.ELEC.MOYEN60S.BS","","COV         15 minutes"
"Time Interval:","1 Hours"
"Date Range:","5/15/2019 02:45:05 - 5/16/2019 02:45:05"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12"
"5/15/2019","02:45:05"," -0.4","78.0","6.7","26","4.39","3791.67","1529.00","749100.0000","160016.5469","3177","7.48","3664.17"
"5/15/2019","03:45:05"," -0.4","80.5","7.2","54","2.29","3750.00","1562.00","752000.0000","160220.0000","3184","7.54","3796.16"
"5/15/2019","04:45:05"," -0.4","72.1","7.2","30","2.38","3875.00","1533.00","754800.0000","160468.6719","3190","7.60","3762.20"
"5/15/2019","05:45:05","3.6","77.2","7.5","27","3.14","4458.33","1523.00","757600.0000","160694.7344","3196","7.40","3676.44"
"5/15/2019","06:45:05","113.5","77.5","7.6","13","2.42","4708.33","1678.00","761500.0000","161576.3594","3200","8.22","3816.20"
"5/15/2019","07:45:05","124.9","75.3","7.8","28","4.10","4750.00","1746.00","765700.0000","162593.6406","3205","10.34","3486.09"
"5/15/2019","08:45:05","426.7","66.1","9.1","61","1.20","4750.00","2375.00","768200.0000","163543.0938","3213","12.52","4451.46"
"5/15/2019","09:45:05","783.1","56.5","11.2","49","2.41","4500.00","2540.00","770900.0000","164515.1406","3224","12.62","4691.30"
"5/15/2019","10:45:05","230.0","56.1","11.6","307","2.43","4083.33","2563.00","773500.0000","165600.2344","3237","14.32","4331.61"
"5/15/2019","11:45:05","298.5","46.5","12.1","87","1.72","4333.33","2269.00","776000.0000","166538.3906","3252","14.40","4264.25"
"5/15/2019","12:45:05","256.2","46.4","12.8","307","1.18","5000.00","2608.00","778800.0000","167340.8906","3268","16.26","4097.90"
"5/15/2019","13:45:05","200.2","47.9","12.6","294","4.97","5333.33","2566.00","781400.0000","168109.5000","3285","15.60","3933.73"
"5/15/2019","14:45:05","309.1","55.6","14.8","230","2.60","4958.33","2292.00","784400.0000","168765.0781","3302","17.00","4063.27"
"5/15/2019","15:45:05","858.3","49.4","12.8","307","5.33","4666.67","2245.00","787800.0000","169533.6719","3319","16.22","3949.96"
"5/15/2019","16:45:05","298.2","45.3","14.7","305","4.86","5000.00","2111.00","791100.0000","170053.6094","3341","16.38","3871.97"
"5/15/2019","17:45:05","146.3","41.0","14.3","292","2.93","4541.67","2015.00","795000.0000","170822.2188","3358","16.18","3766.43"
"5/15/2019","18:45:05","77.5","50.0","13.5","296","3.08","4458.33","1984.00","798600.0000","171545.6094","3372","14.72","3601.45"
"5/15/2019","19:45:05","7.0","57.6","12.5","307","2.26","4458.33","1867.00","802200.0000","172302.9063","3384","13.94","3578.13"
"5/15/2019","20:45:05"," -0.4","68.9","12.3","306","5.65","4916.67","1869.00","805900.0000","173388.0000","3394","13.32","3681.62"
"5/15/2019","21:45:05"," -0.4","75.0","12.0","266","2.70","4833.33","1817.00","809400.0000","174314.8438","3403","13.14","3668.67"
"5/15/2019","22:45:05"," -0.4","75.8","11.7","287","1.65","4708.33","1777.00","813300.0000","175320.8125","3413","12.74","3630.22"
"5/15/2019","23:45:05"," -0.5","78.2","11.3","303","5.26","3875.00","1620.00","815600.0000","175795.5469","3420","12.38","3014.18"
"5/16/2019","00:45:05"," -0.4","81.0","10.9","226","0.51","3708.33","1590.00","817400.0000","175874.6563","3425","12.16","3251.57"
"5/16/2019","01:45:05"," -0.3","80.2","11.0","296","0.71","4000.00","1713.00","819300.0000","176123.3281","3430","11.82","3147.67"
" ******************************** End of Report *********************************"
"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","MHL-017.IC","","COV         15 minutes"
"Point_2:","MHX1-017.IC","","COV         15 minutes"
"Point_3:","MTX1-017.IC","","COV         15 minutes"
"Point_4:","MVD1-017.IC","","COV         15 minutes"
"Point_5:","MVV1-017.IC","","COV         15 minutes"
"Point_6:","TOTKWEV-MB.IC","","COV         15 minutes"
"Point_7:","TOTKWEV.IC","","COV         30 minutes"
"Point_8:","MDI.001-650.IC","","COV         30 minutes"
"Point_9:","MDICOR.GM","","COV         15 minutes"
"Point_10:","MDE.EFDP.IC","","COV         15 minutes"
"Point_11:","MTXLOY","","COV         15 minutes"
"Point_12:","DEMANDE.ELEC.MOYEN60S.BS","","COV         15 minutes"
"Time Interval:","1 Hours"
"Date Range:","5/16/2019 02:45:08 - 5/17/2019 02:45:08"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12"
"5/16/2019","02:45:08"," -0.4","72.3","8.8","37","2.26","3958.33","1630.00","821000.0000","176270.2656","3435","11.44","3171.12"
"5/16/2019","03:45:08"," -0.4","70.1","7.9","84","3.65","4041.67","1775.00","822700.0000","176383.2969","3442","10.40","3350.97"
"5/16/2019","04:45:08"," -0.5","70.8","7.5","73","2.59","4083.33","1614.00","825000.0000","176620.6563","3449","9.92","3276.93"
"5/16/2019","05:45:08","3.7","77.3","7.7","65","3.90","4416.67","1717.00","827000.0000","176733.6875","3454","9.60","3471.37"
"5/16/2019","06:45:08","25.2","75.3","7.1","46","1.76","5083.33","1833.00","830400.0000","177807.4688","3459","9.42","3609.63"
"5/16/2019","07:45:08","87.8","73.2","7.0","73","3.49","4958.33","1930.00","834100.0000","178858.6563","3466","9.92","3408.92"
"5/16/2019","08:45:08","278.2","72.0","8.0","36","2.16","4916.67","1917.00","837700.0000","179582.0469","3473","10.72","4502.05"
"5/16/2019","09:45:08","323.8","62.3","10.2","89","0.20","5333.33","2082.00","841700.0000","180621.9219","3484","12.58","4428.14"
"5/16/2019","10:45:08","860.8","54.9","11.1","113","0.45","4500.00","2451.00","845300.0000","181560.0625","3497","12.20","4348.51"
"5/16/2019","11:45:08","977.9","57.6","12.1","95","1.94","4666.67","2304.00","848700.0000","182385.1875","3512","13.90","4408.78"
"5/16/2019","12:45:08","951.0","57.3","12.8","176","0.99","4500.00","2197.00","852200.0000","183029.4531","3528","15.62","4166.08"
"5/16/2019","13:45:08","907.4","53.0","12.8","195","3.03","4416.67","2259.00","855500.0000","183685.0313","3547","16.30","4066.40"
"5/16/2019","14:45:08","867.4","46.6","15.1","242","3.07","5000.00","2087.00","858500.0000","184227.5781","3561","16.72","3793.02"
"5/16/2019","15:45:08","569.6","45.1","15.0","279","3.16","4708.33","2222.00","861500.0000","184600.5781","3577","17.64","3775.70"
"5/16/2019","16:45:08","305.1","42.6","15.4","98","0.97","4708.33","2102.00","864900.0000","185041.3906","3599","16.84","3867.33"
"5/16/2019","17:45:08","399.7","44.2","15.7","303","3.01","4875.00","1944.00","868500.0000","185617.8438","3613","17.88","3699.62"
"5/16/2019","18:45:08","132.2","46.3","15.3","284","1.89","4916.67","2190.00","871400.0000","186115.1719","3627","17.42","3626.13"
"5/16/2019","19:45:08","11.8","47.2","14.7","295","2.51","4458.33","1863.00","874500.0000","186702.9375","3638","16.36","3729.07"
"5/16/2019","20:45:08"," -0.4","48.2","14.8","181","0.16","4541.67","1819.00","877600.0000","187279.3906","3648","15.48","3692.39"
"5/16/2019","21:45:08"," -0.4","50.5","13.9","294","1.85","4833.33","2510.00","880400.0000","187957.5625","3660","14.54","3426.78"
"5/16/2019","22:45:08"," -0.5","58.4","13.1","180","1.84","4958.33","2454.00","881700.0000","188782.6875","3669","14.36","3190.35"
"5/16/2019","23:45:08"," -0.4","54.3","12.9","244","1.18","4125.00","1693.00","883800.0000","189053.9531","3677","14.00","2952.14"
"5/17/2019","00:45:08"," -0.4","54.9","12.7","265","1.77","3875.00","1542.00","885700.0000","189133.0781","3684","13.58","2965.91"
"5/17/2019","01:45:08"," -0.4","55.3","12.6","113","1.37","4041.67","1567.00","887500.0000","189268.7188","3690","13.56","3102.67"
" ******************************** End of Report *********************************"
"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","MHL-017.IC","","COV         15 minutes"
"Point_2:","MHX1-017.IC","","COV         15 minutes"
"Point_3:","MTX1-017.IC","","COV         15 minutes"
"Point_4:","MVD1-017.IC","","COV         15 minutes"
"Point_5:","MVV1-017.IC","","COV         15 minutes"
"Point_6:","TOTKWEV-MB.IC","","COV         15 minutes"
"Point_7:","TOTKWEV.IC","","COV         30 minutes"
"Point_8:","MDI.001-650.IC","","COV         30 minutes"
"Point_9:","MDICOR.GM","","COV         15 minutes"
"Point_10:","MDE.EFDP.IC","","COV         15 minutes"
"Point_11:","MTXLOY","","COV         15 minutes"
"Point_12:","DEMANDE.ELEC.MOYEN60S.BS","","COV         15 minutes"
"Time Interval:","1 Hours"
"Date Range:","5/17/2019 02:45:11 - 5/18/2019 02:45:11"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12"
"5/17/2019","02:45:11"," -0.4","57.7","12.3","72","2.18","3791.67","1496.00","889400.0000","189336.5313","3695","13.26","3029.86"
"5/17/2019","03:45:11"," -0.4","59.2","12.2","90","1.99","3916.67","1493.00","891400.0000","189415.6563","3702","13.06","3117.94"
"5/17/2019","04:45:11"," -0.4","65.4","11.4","132","1.02","4166.67","1486.00","893300.0000","189539.9844","3708","12.42","3325.74"
"5/17/2019","05:45:11"," -0.4","69.1","10.9","200","1.34","4208.33","1557.00","895300.0000","189641.7188","3714","11.90","3189.80"
"5/17/2019","06:45:11","30.0","82.2","9.5","221","2.63","4791.67","1691.00","898800.0000","190625.0781","3719","11.62","3240.25"
"5/17/2019","07:45:11","52.5","83.5","9.7","199","2.62","4916.67","1688.00","902400.0000","191777.9844","3726","11.66","3362.56"
"5/17/2019","08:45:11","38.1","100.1","8.8","153","3.26","4458.33","1832.00","906500.0000","193055.2188","3733","10.94","4111.40"
"5/17/2019","09:45:11","112.3","100.1","9.1","151","2.66","3958.33","2709.00","910100.0000","194264.6406","3744","11.24","4212.71"
"5/17/2019","10:45:11","255.7","99.7","10.1","143","2.14","4458.33","2115.00","913200.0000","195349.7344","3756","13.06","4075.95"
"5/17/2019","11:45:11","429.7","80.4","12.0","66","0.57","4583.33","2769.00","914700.0000","195903.5781","3769","14.56","4147.53"
"5/17/2019","12:45:11","96.4","75.1","12.6","178","1.30","4958.33","2685.00","916500.0000","196796.5156","3783","14.52","3856.15"
"5/17/2019","13:45:11","155.9","73.2","12.7","235","1.36","4583.33","2136.00","919700.0000","197644.2344","3799","15.34","4522.36"
"5/17/2019","14:45:11","133.7","67.8","14.7","265","1.59","4625.00","2158.00","923200.0000","198322.4219","3812","16.96","4530.41"
"5/17/2019","15:45:11","135.1","76.6","14.0","306","2.81","4708.33","2115.00","926700.0000","198977.9844","3826","15.52","4450.50"
"5/17/2019","16:45:11","120.5","83.0","12.3","303","4.82","5125.00","2013.00","930600.0000","199791.8125","3845","13.98","3846.88"
"5/17/2019","17:45:11","102.6","94.9","12.3","305","1.80","4500.00","2396.00","933900.0000","200854.2813","3857","14.00","3693.89"
"5/17/2019","18:45:11","75.1","81.5","12.2","306","6.25","5083.33","2010.00","936900.0000","201611.5938","3867","14.24","3451.73"
"5/17/2019","19:45:11","18.4","81.5","12.2","291","3.74","5000.00","2268.00","939300.0000","202572.3438","3877","13.46","3437.01"
"5/17/2019","20:45:11"," -0.5","98.9","11.1","307","2.14","4458.33","2102.00","941700.0000","203533.0938","3886","12.48","3685.17"
"5/17/2019","21:45:11"," -0.6","82.8","11.3","306","4.13","4875.00","2196.00","944200.0000","204505.1563","3894","12.00","3675.76"
"5/17/2019","22:45:11"," -0.5","76.1","10.7","306","6.91","4708.33","1983.00","946500.0000","205805.0000","3902","11.46","3647.53"
"5/17/2019","23:45:11"," -0.4","74.8","10.0","306","6.74","4208.33","1839.00","948500.0000","206178.0000","3911","11.12","3179.17"
"5/18/2019","00:45:11"," -0.3","75.9","9.8","243","5.81","4125.00","1751.00","949500.0000","206336.2500","3917","11.06","3135.26"
"5/18/2019","01:45:11"," -0.4","74.9","9.6","306","1.58","4791.67","2114.00","950200.0000","206517.0938","3921","10.60","3264.79"
" ******************************** End of Report *********************************"
"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","MHL-017.IC","","COV         15 minutes"
"Point_2:","MHX1-017.IC","","COV         15 minutes"
"Point_3:","MTX1-017.IC","","COV         15 minutes"
"Point_4:","MVD1-017.IC","","COV         15 minutes"
"Point_5:","MVV1-017.IC","","COV         15 minutes"
"Point_6:","TOTKWEV-MB.IC","","COV         15 minutes"
"Point_7:","TOTKWEV.IC","","COV         30 minutes"
"Point_8:","MDI.001-650.IC","","COV         30 minutes"
"Point_9:","MDICOR.GM","","COV         15 minutes"
"Point_10:","MDE.EFDP.IC","","COV         15 minutes"
"Point_11:","MTXLOY","","COV         15 minutes"
"Point_12:","DEMANDE.ELEC.MOYEN60S.BS","","COV         15 minutes"
"Time Interval:","1 Hours"
"Date Range:","5/18/2019 02:45:06 - 5/19/2019 02:45:06"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12"
"5/18/2019","02:45:06"," -0.3","79.3","8.9","44","2.15","4791.67","2223.00","950300.0000","206720.5469","3926","9.96","3357.10"
"5/18/2019","03:45:06"," -0.4","77.2","8.5","270","1.01","4875.00","2190.00","950400.0000","206878.7813","3929","9.44","3394.05"
"5/18/2019","04:45:06"," -0.4","78.9","8.3","292","2.63","4750.00","2166.00","950600.0000","207059.6406","3934","9.42","3326.70"
"5/18/2019","05:45:06","9.6","80.3","8.4","88","1.87","4458.33","2058.00","950800.0000","207308.2969","3936","9.44","3398.15"
"5/18/2019","06:45:06","52.7","82.3","9.0","184","3.72","4458.33","2405.00","952000.0000","208302.9688","3940","9.92","3449.01"
"5/18/2019","07:45:06","124.4","85.7","9.9","10","4.68","4708.33","1817.00","955200.0000","209071.5625","3945","10.58","3516.50"
"5/18/2019","08:45:06","547.5","78.2","11.1","214","3.49","4500.00","1929.00","958600.0000","210224.4688","3951","13.02","3472.73"
"5/18/2019","09:45:06","377.6","64.7","11.2","63","3.17","4791.67","1959.00","961700.0000","211162.6250","3958","14.12","3546.09"
"5/18/2019","10:45:06","128.4","65.6","11.3","158","1.58","4875.00","2202.00","963000.0000","211976.4375","3965","15.36","3417.92"
"5/18/2019","11:45:06","269.9","64.1","12.1","101","0.27","4500.00","1728.00","966200.0000","212993.7031","3975","16.10","3229.62"
"5/18/2019","12:45:06","258.1","59.8","12.9","306","3.28","4958.33","1791.00","969200.0000","213660.5938","3983","18.22","3123.13"
"5/18/2019","13:45:06","291.4","52.6","13.5","287","2.03","3875.00","2394.00","971700.0000","214417.8906","3992","17.56","3133.62"
"5/18/2019","14:45:06","265.3","53.5","14.1","180","1.33","4500.00","2371.00","972700.0000","215107.3750","4002","17.00","3855.47"
"5/18/2019","15:45:06","203.8","54.7","13.8","187","1.72","4750.00","2397.00","973500.0000","215887.2813","4012","16.64","3633.76"
"5/18/2019","16:45:06","174.6","52.5","14.4","289","4.01","4458.33","2443.00","974400.0000","216610.6719","4027","16.50","3781.98"
"5/18/2019","17:45:06","131.7","54.1","14.2","230","2.52","4208.33","1755.00","977400.0000","217356.6719","4038","16.26","3687.89"
"5/18/2019","18:45:06","59.4","56.1","13.9","279","0.86","4958.33","2027.00","979300.0000","218136.5781","4047","15.80","3643.03"
"5/18/2019","19:45:06","5.7","58.3","13.5","284","1.59","4875.00","1694.00","981600.0000","218893.8750","4057","15.36","3631.72"
"5/18/2019","20:45:06"," -0.4","57.9","13.6","109","0.39","4583.33","1804.00","984100.0000","219628.5781","4067","15.24","3356.56"
"5/18/2019","21:45:06"," -0.3","59.0","13.6","40","0.88","4708.33","1735.00","986800.0000","220374.5625","4075","14.84","3063.13"
"5/18/2019","22:45:06"," -0.4","61.7","13.2","172","0.46","4625.00","1777.00","989500.0000","221143.1719","4083","14.48","3062.72"
"5/18/2019","23:45:06"," -0.4","61.3","12.8","296","1.27","3958.33","1464.00","991600.0000","221583.9844","4089","14.10","2956.50"
"5/19/2019","00:45:06"," -0.5","63.2","12.3","257","2.31","3541.67","1484.00","993500.0000","221651.8125","4095","13.84","2926.23"
"5/19/2019","01:45:06"," -0.3","62.4","12.4","218","1.15","3625.00","1427.00","995200.0000","221753.5313","4100","13.68","2886.28"
" ******************************** End of Report *********************************"
"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","MHL-017.IC","","COV         15 minutes"
"Point_2:","MHX1-017.IC","","COV         15 minutes"
"Point_3:","MTX1-017.IC","","COV         15 minutes"
"Point_4:","MVD1-017.IC","","COV         15 minutes"
"Point_5:","MVV1-017.IC","","COV         15 minutes"
"Point_6:","TOTKWEV-MB.IC","","COV         15 minutes"
"Point_7:","TOTKWEV.IC","","COV         30 minutes"
"Point_8:","MDI.001-650.IC","","COV         30 minutes"
"Point_9:","MDICOR.GM","","COV         15 minutes"
"Point_10:","MDE.EFDP.IC","","COV         15 minutes"
"Point_11:","MTXLOY","","COV         15 minutes"
"Point_12:","DEMANDE.ELEC.MOYEN60S.BS","","COV         15 minutes"
"Time Interval:","1 Hours"
"Date Range:","5/19/2019 02:45:01 - 5/20/2019 02:45:01"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12"
"5/19/2019","02:45:01"," -0.4","69.0","11.9","201","0.71","3541.67","1472.00","997200.0000","221866.5625","4104","13.34","3094.76"
"5/19/2019","03:45:01"," -0.4","69.4","11.7","143","0.84","3583.33","1449.00","998800.0000","221934.3750","4109","13.16","2987.73"
"5/19/2019","04:45:01"," -0.5","65.9","11.7","155","4.99","3541.67","1479.00","1001300.0000","222036.1094","4114","12.68","2912.46"
"5/19/2019","05:45:01"," -0.4","70.9","11.6","87","2.34","3875.00","1484.00","1002800.0000","222205.6563","4118","12.36","2934.82"
"5/19/2019","06:45:01","18.2","80.3","10.6","69","3.34","4458.33","1647.00","1005900.0000","223200.3125","4123","12.08","3159.94"
"5/19/2019","07:45:01","26.2","100.1","9.7","56","4.73","4666.67","1697.00","1009200.0000","224353.2188","4128","11.66","3240.52"
"5/19/2019","08:45:01","53.4","100.1","9.6","59","3.19","4458.33","1659.00","1012800.0000","225483.5313","4133","11.08","3278.29"
"5/19/2019","09:45:01","97.3","100.1","9.8","99","3.28","4458.33","1649.00","1016600.0000","226602.5156","4140","11.68","3411.78"
"5/19/2019","10:45:01","341.1","100.1","10.6","98","1.76","4791.67","1727.00","1020500.0000","227642.3906","4147","13.08","3114.94"
"5/19/2019","11:45:01","485.3","91.5","12.2","61","1.69","4833.33","1717.00","1023700.0000","228524.0313","4156","14.90","3159.80"
"5/19/2019","12:45:01","662.0","73.6","14.4","121","1.82","4916.67","1794.00","1026700.0000","229157.0000","4163","16.28","3183.80"
"5/19/2019","13:45:01","516.6","63.6","14.9","193","0.68","5000.00","1771.00","1029600.0000","229643.0313","4174","17.72","3790.84"
"5/19/2019","14:45:01","733.8","64.5","15.4","117","2.87","4791.67","1732.00","1032400.0000","230196.8750","4183","18.18","3767.66"
"5/19/2019","15:45:01","606.6","70.0","15.7","78","6.25","4500.00","1847.00","1034900.0000","230502.0625","4193","19.14","3756.20"
"5/19/2019","16:45:01","207.6","70.8","15.7","77","6.49","5083.33","1754.00","1037700.0000","230931.5625","4209","18.32","3732.89"
"5/19/2019","17:45:01","157.0","72.1","15.4","99","3.34","4875.00","1750.00","1040500.0000","231395.0000","4217","17.82","3814.56"
"5/19/2019","18:45:01","10.3","77.2","14.4","60","6.23","4541.67","1799.00","1043500.0000","232005.3594","4228","16.38","3870.74"
"5/19/2019","19:45:01","27.8","94.3","13.1","69","6.36","5000.00","1808.00","1046700.0000","232841.7813","4236","14.50","3721.57"
"5/19/2019","20:45:01"," -0.4","100.1","12.6","77","7.90","4541.67","1749.00","1049300.0000","233587.7813","4246","14.08","3434.01"
"5/19/2019","21:45:01"," -0.4","100.1","12.3","59","4.62","4625.00","1717.00","1052300.0000","234492.0156","4253","13.96","3100.22"
"5/19/2019","22:45:01"," -0.5","100.1","12.1","61","3.01","4250.00","1640.00","1054900.0000","235294.5313","4260","13.68","3051.13"
"5/19/2019","23:45:01"," -0.6","100.1","12.3","78","1.69","3458.33","1466.00","1057000.0000","235678.8281","4268","14.00","2733.02"
"5/20/2019","00:45:01"," -0.4","100.1","12.1","63","2.49","3583.33","1528.00","1058900.0000","235780.5625","4274","13.90","2874.42"
"5/20/2019","01:45:01"," -0.4","100.1","12.1","110","1.09","3958.33","1488.00","1060700.0000","235927.5000","4279","13.94","2710.12"
" ******************************** End of Report *********************************"
"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","MHL-017.IC","","COV         15 minutes"
"Point_2:","MHX1-017.IC","","COV         15 minutes"
"Point_3:","MTX1-017.IC","","COV         15 minutes"
"Point_4:","MVD1-017.IC","","COV         15 minutes"
"Point_5:","MVV1-017.IC","","COV         15 minutes"
"Point_6:","TOTKWEV-MB.IC","","COV         15 minutes"
"Point_7:","TOTKWEV.IC","","COV         30 minutes"
"Point_8:","MDI.001-650.IC","","COV         30 minutes"
"Point_9:","MDICOR.GM","","COV         15 minutes"
"Point_10:","MDE.EFDP.IC","","COV         15 minutes"
"Point_11:","MTXLOY","","COV         15 minutes"
"Point_12:","DEMANDE.ELEC.MOYEN60S.BS","","COV         15 minutes"
"Time Interval:","1 Hours"
"Date Range:","5/20/2019 02:45:06 - 5/21/2019 02:45:06"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12"
"5/20/2019","02:45:06"," -0.5","100.1","13.6","279","1.53","3791.67","1484.00","1062600.0000","236017.9219","4285","14.20","2719.93"
"5/20/2019","03:45:06"," -0.5","100.1","13.6","269","2.48","3625.00","1502.00","1064200.0000","236130.9531","4290","14.32","2646.99"
"5/20/2019","04:45:06"," -0.4","100.1","13.8","270","1.61","3875.00","1503.00","1065900.0000","236300.5000","4296","13.86","2737.25"
"5/20/2019","05:45:06","15.4","100.1","14.4","261","1.97","3875.00","1481.00","1067700.0000","236379.6094","4302","13.40","2848.92"
"5/20/2019","06:45:06","91.2","100.1","14.4","259","2.19","4583.33","1667.00","1070200.0000","237023.8906","4308","16.14","3227.98"
"5/20/2019","07:45:06","56.5","100.1","15.5","249","1.64","4500.00","1622.00","1073000.0000","237973.3438","4315","16.42","3258.11"
"5/20/2019","08:45:06","177.6","97.8","16.6","268","1.72","4291.67","1654.00","1075900.0000","238832.3594","4321","17.08","4090.54"
"5/20/2019","09:45:06","135.8","98.1","16.9","299","3.38","4666.67","1658.00","1078800.0000","239544.4531","4327","17.96","4404.83"
"5/20/2019","10:45:06","506.5","87.4","18.3","283","3.94","4625.00","2036.00","1081700.0000","240211.3281","4339","20.44","4300.79"
"5/20/2019","11:45:06","528.9","74.3","20.1","302","5.79","4875.00","1908.00","1083300.0000","240561.7188","4348","22.48","4385.74"
"5/20/2019","12:45:06","191.3","61.3","21.6","252","5.66","4625.00","1907.00","1083500.0000","240674.7500","4357","23.78","4413.01"
"5/20/2019","13:45:06","457.0","60.2","21.0","260","4.11","4791.67","2208.00","1083600.0000","240787.7813","4367","22.90","4711.89"
